,Username,Name,No_of_followers,No_of_followees,Tweet,Location,Created_at,Like_count,Retweet_count,to0,to1,to2,to3,to4,to5
96,biasce,BIAS,415,178,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",,12/14/2021 5:08,0,15,corbuzier,,,,,
97,ofHutahaean,O.F. Hutahaean,317,724,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",Jakarta,12/14/2021 4:54,0,15,corbuzier,,,,,
98,AntoRashid,Pejuang Terang,86,98,@tempodotco Cc Botak @corbuzier segera undang Polri dan TNI tanyain apa mereka punya nyali bubarkan ormas yg senang melanggar hukum?,"DKI Jakarta, Indonesia",12/14/2021 4:49,1,0,tempodotco,corbuzier,,,,
99,boostsocmed,JUAL FOLLOWERS DAN LIKES ALL SOSMED,810,201,@corbuzier Banyak yg dukung para centang biru. Sopan sopan tai kucing. Mreka centang biru apa ga sadar si rakel pena ini dulu koar koar soal prokes ehh skrg seenak udelnya betingkah,,12/14/2021 4:48,0,0,corbuzier,,,,,
100,Mela_n3,Mel Melan,25,155,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",,12/14/2021 4:47,0,15,corbuzier,,,,,
101,Kang_Gooo,Mr.EsAr ??,37,282,"@corbuzier Akibatnya skg, mulai ada yg ikut2an aksi beliau.

Nanti lockdown lagi, nyalahin pemerintah.",,12/14/2021 4:46,2,0,corbuzier,,,,,
102,billyraze,razea,381,264,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",,12/14/2021 4:46,0,15,corbuzier,,,,,
103,Siapa_Aditt,Adit,201,670,@tehpociseger @corbuzier @rachelvennya23 Venya 3 kek akun sebelah Enya 3,YK,12/14/2021 4:40,0,0,tehpociseger,corbuzier,rachelvennya23,,,
104,Wawan_ajuah,I Wayan Hendrawan,1003,232,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",Bali,12/14/2021 4:38,0,15,corbuzier,,,,,
105,pauhamg,AntiUngudKlub,19,317,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",,12/14/2021 4:36,0,15,corbuzier,,,,,
106,aparatbabi,Fariz Fauzi,48,258,@corbuzier Masih lebih sopan satpam bca cuy,Graveyard,12/14/2021 4:35,0,0,corbuzier,,,,,
107,yebecityx,ben?,512,896,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",Malibu nights,12/14/2021 4:34,0,15,corbuzier,,,,,
108,sugarmamang,Mamang,238,1148,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",,12/14/2021 4:32,0,15,corbuzier,,,,,
109,CheersIindah,Cheers Iindah,4,17,"@corbuzier Jadi pindah negara ga Om, ga jadi duta karantina tapi jadi duta Sopan??",,12/14/2021 4:32,1,0,corbuzier,,,,,
110,AjriiVengeance,Pendekar Kesiangan,190,349,@corbuzier Tag orang nya om wkwk,Indonesia,12/14/2021 4:31,0,0,corbuzier,,,,,
111,tehpociseger,naughty,294,323,@corbuzier kita tag aja kali ya @rachelvennya23,,12/14/2021 4:28,3,0,corbuzier,rachelvennya23,,,,
112,aetylerve,???,398,1043,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",?????,12/14/2021 4:27,0,15,corbuzier,,,,,
113,rifkusumaputra,Arif KP #RakyatBiasa???????,137,620,Posisi pertama pasti Om @corbuzier ???? https://t.co/DyGoABIXmv,"Padang, West Sumatera, INA",12/14/2021 3:32,0,0,corbuzier,,,,,
114,BerryyPop__,Choco ??,1486,2038,"@sygfess Pliiiis jangan Diem laporin ja, harus berani bersuara .. ?? ak malem juga nangis liat podcast nya @corbuzier ttg kekerasan gini ada teh rieke juga .. ??",WakandaLand .. ,12/14/2021 3:00,0,0,sygfess,corbuzier,,,,
115,borief7,BorieF,573,1726,@democrazymedia seriusan ini?? @corbuzier  @nu_online,Tangsel,12/14/2021 1:46,1,0,democrazymedia,corbuzier,nu_online,,,
116,FernandezGogos,Gogos  Fernandez,353,1057,"RT @yashadipura: To @corbuzier 

Ini sebuah request dan challenge
Agar Mr Dudung dan Habib Bahar di undang di podcast anda  untuk debat sil…",,12/14/2021 1:39,0,1730,yashadipura,corbuzier,,,,
117,Markcvinn,Mark Calvin,3,61,YAAAHHH @corbuzier jadi pindah warga negara dong klo gini ceritanya?! ???? https://t.co/fG55ySPn42,,12/14/2021 1:22,0,0,corbuzier,,,,,
118,blue_facez,™®™ ????,1621,1987,RT @TofaTofa_id: Mas @corbuzier silakan.,MANHATTAN CITY,12/13/2021 23:39,0,756,TofaTofa_id,corbuzier,,,,
119,roedhaytoo,0T@k _ W4®4$,447,384,"@aniesbaswedan Ga ngundang @corbuzier atau @iskan_dahlan utk brnostalgia mmbangun cerita MIMPI &amp; KHAYALAN diantara KEINGINAN &amp; KENYATAAN yg memilukan..!!
??insyaflaaah eengkau manusiaa..?? https://t.co/5iG5Ih53q6",Indonesia,12/13/2021 23:02,0,0,aniesbaswedan,corbuzier,iskan_dahlan,,,
120,7lRiv3rSid3,Small Fish,273,330,RT @TRIOKWEKKWEKkI2: @putih_pejuang @RanggaWijayaka @InSrikandi_____ @FaisalBasri @SBYCerita @aagym @FiersaBesari @bintangemon @JKT48 @corb…,,12/13/2021 22:22,0,6,TRIOKWEKKWEKkI2,putih_pejuang,RanggaWijayaka,InSrikandi_____,FaisalBasri,corbuzier
121,GelungMinangka2,Gelung Minangkara,0,1,@corbuzier Aduh... Hancur dah akhlak ??????,,12/13/2021 22:05,0,0,corbuzier,,,,,
122,GelungMinangka2,Gelung Minangkara,0,1,@Ahiemwng @corbuzier Sejenis kutu yg hidupnya di balikpapan,,12/13/2021 22:03,0,0,Ahiemwng,corbuzier,,,,
123,uyokmojo,Nur M Suryoatmojo,231,430,"@mbahndi Waaah ada konten ni buat podcast @corbuzier @tirta_cipeng , klo mau valid dan seru yg dipanggil Pak LBP sama Ketua @BNPB_Indonesia ????","ÜT: 2.1618559,117.4070311",12/13/2021 21:59,0,0,mbahndi,corbuzier,tirta_cipeng,BNPB_Indonesia,,
124,akurecech,Mas_Wawi,171,374,"@txtdrpemerintah @KomnasHAM @corbuzier @MataNajwa @DivHumas_Polri berita yang bikin muak. Orang kaya ga punya hati ga punya otak. Sok sopan, padahal mah duit duit duit",Pemalang,12/13/2021 21:46,0,0,txtdrpemerintah,KomnasHAM,corbuzier,MataNajwa,DivHumas_Polri,
125,bianca726484368,bianca7,60,52,RT @TRIOKWEKKWEKkI2: @putih_pejuang @RanggaWijayaka @InSrikandi_____ @FaisalBasri @SBYCerita @aagym @FiersaBesari @bintangemon @JKT48 @corb…,,12/13/2021 20:47,0,6,TRIOKWEKKWEKkI2,putih_pejuang,RanggaWijayaka,InSrikandi_____,FaisalBasri,corbuzier
126,bianca726484368,bianca7,60,52,"RT @putih_pejuang: @RanggaWijayaka @InSrikandi_____ @FaisalBasri JOKOWI JADIKAN RI BUDAK CHINA

@SBYCerita
@aagym 
@FiersaBesari
@bintangem…",,12/13/2021 20:47,0,5,putih_pejuang,RanggaWijayaka,InSrikandi_____,FaisalBasri,,
127,TRIOKWEKKWEKkI2,TRIO KWEK KWEK,362,639,"@putih_pejuang @RanggaWijayaka @InSrikandi_____ @FaisalBasri @SBYCerita @aagym @FiersaBesari @bintangemon @JKT48 @corbuzier @Telindtech @s_soediro @PramudyaSubur @FirmanXperia @RimunPasha2 @BunyiSaatBanjir @yulisanusi59 2. 
""Setiap Ulama dan ilmuan yang tidak mengamalkan ilmunya itu tiada bedanya dengan Iblis."" (Imam Nawawi AlBantani, NU_Online)

#JokowiJadikanRIBudakChina",,12/13/2021 19:29,9,6,putih_pejuang,RanggaWijayaka,InSrikandi_____,FaisalBasri,SBYCerita,corbuzier
128,TRIOKWEKKWEKkI2,TRIO KWEK KWEK,362,639,"RT @putih_pejuang: @RanggaWijayaka @InSrikandi_____ @FaisalBasri JOKOWI JADIKAN RI BUDAK CHINA

@SBYCerita
@aagym 
@FiersaBesari
@bintangem…",,12/13/2021 19:27,0,5,putih_pejuang,RanggaWijayaka,InSrikandi_____,FaisalBasri,,
129,agrabdurrachman,Anak.Rantau,155,277,Nyaris disomasi hanya gara gara mengambil versi lain dan melakukan penelitian empiris yang bisa dibuktikan secara nalar logika. Menulis sejarah dgn menglompokkan berbagai versi adalah cara mengungkap fakta. Tapi kenapa dianggap pencemaran nama baik? Tolong suhu somasi @corbuzier,"Kota Surabaya, Jawa Timur",12/13/2021 18:34,0,0,corbuzier,,,,,
130,7lRiv3rSid3,Small Fish,273,330,"RT @putih_pejuang: @RanggaWijayaka @InSrikandi_____ @FaisalBasri JOKOWI JADIKAN RI BUDAK CHINA

@SBYCerita
@aagym 
@FiersaBesari
@bintangem…",,12/13/2021 18:34,0,5,putih_pejuang,RanggaWijayaka,InSrikandi_____,FaisalBasri,,
131,putih_pejuang,Pejuang Putih,432,440,"@RanggaWijayaka @InSrikandi_____ @FaisalBasri JOKOWI JADIKAN RI BUDAK CHINA

@SBYCerita
@aagym 
@FiersaBesari
@bintangemon 
@JKT48
@Corbuzier

@Telindtech
@s_soediro
@PramudyaSubur
@FirmanXperia
@RimunPasha2
@BunyiSaatBanjir
@yulisanusi59

#JokowiJadikanRIBudakChina",,12/13/2021 18:21,6,5,RanggaWijayaka,InSrikandi_____,FaisalBasri,,,
132,roedhaytoo,0T@k _ W4®4$,447,384,"@ChusnulCh__ Photo GOTBrander @DKIJakarta lg di podcast nya @corbuzier ya?!
btw @corbuzier ga mau undang mnusia PEKOK yg sdh NGEBOHONG Lo bikin Lab pnelitian corona lg.?
Kmarin sdh ngundang lg khan, nah skrg undang lg dgn tema sumur SURUPAN &amp; pmbangunan JIS.
Smg dia JUJUR ttg JIS.!??",Indonesia,12/13/2021 18:01,0,0,ChusnulCh__,DKIJakarta,corbuzier,,,
133,BerryyPop__,Choco ??,1486,2038,"Aku pun ikut menangis loh om ded @corbuzier emang bener2 deh belakangan banyak bgt kasus2 pelecehan sexual bla bla bla banyak bgt, seolah perempuan tuh dah g aman ja gt berada dimanapun termasuk dirumah sendiri ?? .. 
https://t.co/OKSBto78kp",WakandaLand .. ,12/13/2021 17:05,1,0,corbuzier,,,,,
134,tommyhpamungkas,Tommy Pamungkas,1044,1259,"@Ndons_Back @trinugroho162 Cc @ganjarpranowo …. Siapa bilang ga salah nonton vidio porno? Apalagi sebagai pemimpin mbuka aibnya sendiri, seakan2 itu hal wajar. Gmn pendapat lu @corbuzier ? Pas di podcast elu ketawa ngejek apa ketawa setuju? Krn si para pelajar ini dpt inspirasi dari mana?",,12/13/2021 16:53,1,0,Ndons_Back,trinugroho162,ganjarpranowo,corbuzier,,
135,AimanJudakusum1,Aiman_Judakusumah ????,5195,5163,"@AtukKe3 @P_Eneste @aniesbaswedan @jakintstadium @jakprogroup @jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @FerdinandHaean3 @DoanxEwon @SantorinisSun @musniumar @hnurwahid @ma_bamusbetawi @pandji @maspiyuaja kira2 apalagi yg mundur ya ?
https://t.co/ySqkTriYXG https://t.co/1abTH5lBAE",,12/13/2021 16:45,1,0,AtukKe3,P_Eneste,aniesbaswedan,jakintstadium,jakprogroup,corbuzier
136,takwa_awa,ZeeFay,80,185,@medcom_id Om deddy @corbuzier jadi pindah warga negara gak? ?? ??,Jakarta,12/13/2021 16:04,0,0,medcom_id,corbuzier,,,,
137,isabellamaria33,Isabella,211,375,"Maaf mas @corbuzier, boleh dinasehati temannya....
Atau kalau bisa gak usah temenan aja gitu... https://t.co/e1wSH7cqtL","Nusa Tenggara Timur, Indonesia",12/13/2021 15:51,0,0,corbuzier,,,,,
138,sweetcinnamon99,Caramel Latte,239,219,"@RajaTemlen eh om deddy @corbuzier , jadi pindah negara ga ya? 
ancur bgt hukum indo-_-",,12/13/2021 15:29,0,0,RajaTemlen,corbuzier,,,,
139,RieseyRaccoon,? Blip-Blop,193,411,@mazzini_gsp @KPI_Pusat Kalau ga salah kata pak ketua di podcast om @corbuzier ini terjadi dari sebelum dia ngejabat. Jadi mungkin itu alesan kenapa pak.....,Kerajaan Permen,12/13/2021 14:36,0,0,mazzini_gsp,KPI_Pusat,corbuzier,,,
140,osep360,Osep 360,18,55,@corbuzier @YouTube #OragonX @OragonXBsc sarah viloid ajh ngikutin oragonx masa kmu enngga :) https://t.co/53lQ6wqEoc,"Jakarta Barat, DKI Jakarta",12/13/2021 14:07,0,0,corbuzier,YouTube,OragonXBsc,,,
141,osep360,Osep 360,18,55,@corbuzier #OragonX @OragonXBsc sarah viloid ajh ngikutin oragonx masa kmu enngga :) https://t.co/JEjkM2YYm3,"Jakarta Barat, DKI Jakarta",12/13/2021 14:07,2,0,corbuzier,OragonXBsc,,,,
142,osep360,Osep 360,18,55,@corbuzier #OragonX @OragonXBsc sarah viloid ajh ngikutin oragonx masa kmu enngga :) https://t.co/yBcH6SLEqw,"Jakarta Barat, DKI Jakarta",12/13/2021 14:07,2,0,corbuzier,OragonXBsc,,,,
143,osep360,Osep 360,18,55,@corbuzier #OragonX @OragonXBsc sarah viloid ajh ngikutin oragonx masa kmu enngga :) https://t.co/R4mzZg8qmU,"Jakarta Barat, DKI Jakarta",12/13/2021 14:07,2,0,corbuzier,OragonXBsc,,,,
144,yosefus_ngamel,Yosefus Ngamelubun,596,225,"@tempodotco Om @corbuzier kalau mau kluar negeri tapi ga mau karantina gppa nih, bisa nyuap satgas. Om bukan Asn soalnya .","Kota Batam, Kepulauan Riau",12/13/2021 14:06,0,0,tempodotco,corbuzier,,,,
145,danurahardjaa,catjameister,24,874,@tirta_cipeng Kayanya udah saatnya mampir ke studio om @corbuzier lg ya dok? ??,,12/13/2021 13:48,0,0,tirta_cipeng,corbuzier,,,,
146,shibainuudog,FS,17,147,@theflankerID Ditunggu klarifikasi di podkes nya @corbuzier,,12/13/2021 13:21,0,0,theflankerID,corbuzier,,,,
147,Egihimawan12,gi,118,101,Mbak @NajwaShihab dan Om @corbuzier beserta tim @MataNajwa dipersilahkan https://t.co/g7g5bkGCUz,"Karawang, Jawa Barat",12/13/2021 13:16,0,0,NajwaShihab,corbuzier,MataNajwa,,,
148,AndyTantono,aka Jetrin,944,449,"Sudah saatnya diperkenalkan ke penonton #closethedoor Bro Tretan.

cc : @corbuzier https://t.co/mLPOTYc7lI","Bandung, Jawa Barat",12/13/2021 13:09,0,0,,,,,,
149,bferiyanto,Bambang Feriyanto,99,173,"Memang keterlaluan sudah masyarakat pengguna strobo liar. Sok penting. 
Ayo @DivHumas_Polri tertibkan para penjual strobo di sentra suku cadang.

Ayo dibantu @Dennysiregar7 @kangdede78 @_ekokuntadhi @ChusnulCh__ @corbuzier &amp; para jawara medsos lainnya menggaungkan kampanye ini. https://t.co/7nPNkEAzY6","jakarta, Indonesia",12/13/2021 11:03,0,0,,,,,,
150,fikri_arif,arif fikri,313,767,"@chandrazendrato @tempodotco Bagaimana menurut pak @jokowi @mohmahfudmd @satgascovid19id @tirta_cipeng @susipudjiastuti @sudjiwotedjo @MataNajwa @msaid_didu @Fahrihamzah @corbuzier 
#HukumBerkeadilan",Tangerang,12/13/2021 9:49,0,0,chandrazendrato,tempodotco,jokowi,mohmahfudmd,satgascovid19id,corbuzier
151,gibellanggra,Gra??,584,605,@ichajtmk @corbuzier @uusbiasaaja @mongolstres Udahhhhh jugaaa ampe ke marshel wkwkwk,"ÜT: -6.17893,106.83251",12/13/2021 9:01,0,0,ichajtmk,corbuzier,uusbiasaaja,mongolstres,,
152,djaqfarshodiiq,.DJAQFAR_SHODIIQ'S.,2428,2427,"@ganjarpranowo tengkiyu/terima kasih
omm @ganjarpranowo ganteng
@WagimanDeep212_
@pgmoraaji
@Karinawung
@Polripresisi
@tni_ad
@1trenggalek
@BatinDuansa
@HinduanTahir
@MardaniAliSera
@HumasPoldaJatim
@corbuzier
&amp; jangan pernah terlupa
#Bahwa KHILAFAH
Adlh sungguh
teramat sangatlah HARAM,
trmksh, https://t.co/vLyeBXe3pA","FRANKURT, JERMAN.",12/13/2021 7:29,2,0,ganjarpranowo,,,,,
153,leryvexia,lery,15,138,"@conan_idn @corbuzier kami ni pribumi bkn non pri cak kau,,kami lebih tau bela negara, zaman revolusi warga kalian dmn????",,12/13/2021 7:16,0,0,conan_idn,corbuzier,,,,
154,DODDI_F,Reformasi di Korupsi !!!,2389,1457,Ini juga BAJINGAN loh @corbuzier gak mau teriakin juga ???? https://t.co/WHoR8nRFno,"ÜT: 3.604632,98.630278",12/13/2021 5:40,0,0,corbuzier,,,,,
155,ichajtmk,Icha Chairunnisa,13,119,@gibellanggra @corbuzier @uusbiasaaja @mongolstres Ini mah ga diragukan kocaknya… nnton jg yg tretan ????,,12/13/2021 4:35,0,0,gibellanggra,corbuzier,uusbiasaaja,mongolstres,,
156,ShiroNekoBanser,?????????|???|,1981,826,@corbuzier paham kan harus apa? https://t.co/qVxuZDeJDF,bool gura,12/13/2021 4:13,0,0,corbuzier,,,,,
157,AtukKe3,Atuk_akun_ke3,266,306,"@P_Eneste @AimanJudakusum1 @aniesbaswedan @jakintstadium @jakprogroup @jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @FerdinandHaean3 @DoanxEwon @SantorinisSun @musniumar @hnurwahid @ma_bamusbetawi @pandji @maspiyuaja Ada yg bilang "" Alam semesta dan isinya Ciptaan Allah SWT, selebihnya buatan China"" ??",,12/13/2021 3:24,3,0,P_Eneste,AimanJudakusum1,aniesbaswedan,jakintstadium,jakprogroup,corbuzier
158,tabodanita,anita?????,1173,1844,@askmearmything @tirta_cipeng @corbuzier Ada duit bisa karantina mandiri di rumah lah tgl 9 udah jalan2 apanya yg karantina ??,bighitwallet,12/13/2021 3:22,0,0,askmearmything,tirta_cipeng,corbuzier,,,
159,gibellanggra,Gra??,584,605,"Me time nya gw stlh workout, rumah rapi &amp; suami jalan kerja adalah nontonin Somasi om @corbuzier @uusbiasaaja @mongolstres ?? asliiii ngakak! https://t.co/vXd19jWgDx","ÜT: -6.17893,106.83251",12/13/2021 3:19,0,0,corbuzier,uusbiasaaja,mongolstres,,,
160,SoniMsi07,Bahamas ????????,1206,888,"RT @AimanJudakusum1: @aniesbaswedan @jakintstadium @jakprogroup mau ngebacot apa lagi di depan tokoh spt pak Dahlan atau bung Deddy ?

@jaw…",,12/13/2021 3:13,0,3,AimanJudakusum1,aniesbaswedan,jakintstadium,jakprogroup,,
161,Berupawarna,Pattimura Muda,0,0,"Selamat Siang
Yth Bapak/Ibu

Mohon di bantu perihal paket dengan no resi : JP8776938332 
belum ada pergerakan dari tgl 9 sampai saat ini tgl 13/12/2021 , dan mohon infokan untuk kendala tersebut. Terima kasih

Regards
Pengguna Jasa

@jntexpressid 
@JNE_ID 
@corbuzier https://t.co/aGnBaZ9K0M",,12/13/2021 2:36,0,0,,,,,,
162,bangwincityx,Take a rest,301,2299,Jadi pindah negara om @corbuzier? https://t.co/pfaXa8Ro0b,Planet Mars,12/13/2021 2:17,0,0,corbuzier,,,,,
163,riki_kadabra,Riky ou,215,189,Up lagi @corbuzier ama dhani sekalian https://t.co/HYAuFixJ1t,,12/13/2021 2:03,0,0,corbuzier,,,,,
164,RajaasaTarigan,Rajaasa Tarigan,225,1242,"RT @AimanJudakusum1: @aniesbaswedan @jakintstadium @jakprogroup mau ngebacot apa lagi di depan tokoh spt pak Dahlan atau bung Deddy ?

@jaw…",,12/13/2021 1:54,0,3,AimanJudakusum1,aniesbaswedan,jakintstadium,jakprogroup,,
165,SantorinisSun,Santorini??????,31719,10017,"RT @AimanJudakusum1: @aniesbaswedan @jakintstadium @jakprogroup mau ngebacot apa lagi di depan tokoh spt pak Dahlan atau bung Deddy ?

@jaw…",??,12/13/2021 1:51,0,3,AimanJudakusum1,aniesbaswedan,jakintstadium,jakprogroup,,
166,P_Eneste,Lane Jae,3019,2828,"@AimanJudakusum1 @aniesbaswedan @jakintstadium @jakprogroup @jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @FerdinandHaean3 @DoanxEwon @AtukKe3 @SantorinisSun Import baja dari China???

@musniumar 
@hnurwahid 
@ma_bamusbetawi 
@pandji 

Oooohhh....dari China?
Bukan dari Yaman???

@maspiyuaja 
@tatakujiyati 

??????","Medan Area, Indonesia",12/13/2021 1:40,3,0,AimanJudakusum1,aniesbaswedan,jakintstadium,jakprogroup,jawapos,corbuzier
167,AimanJudakusum1,Aiman_Judakusumah ????,5195,5163,"@aniesbaswedan @jakintstadium @jakprogroup mau ngebacot apa lagi di depan tokoh spt pak Dahlan atau bung Deddy ?

@jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @FerdinandHaean3
@P_Eneste @DoanxEwon @AtukKe3 @SantorinisSun

https://t.co/xsixha31rc",,12/13/2021 1:36,13,3,aniesbaswedan,jakintstadium,jakprogroup,,,
168,ahduykrisna1,Ahduykrisna1,375,554,RT @yaniarsim: KSAD Jend Dudung Abdurachman kabarnya dilaporkan ke Polres Jember terkait sbg pejabat publik yg menyinggung agama Islam pd a…,,12/12/2021 23:01,0,159,yaniarsim,,,,,
169,skullcmdr,Skull_Commander,595,4999,"https://t.co/bndeaG44ga
Ini kok masih ada ginian ya? Dan terkesan pemilik travel mau lepas tanggung jawab
@kpp_pa @KomnasPerempuan @NafysSeword @Dennysiregar7 @AdeArmando24 @corbuzier @Kemenkumham_RI @HumasBali @ListyoSigitP @detikcom @hariankompas @jawapos @suaramerdeka https://t.co/SRSzQ8N3c6",Indonesia,12/12/2021 17:36,0,0,,,,,,
170,rizieqdivist,????????????????????????,14907,3699,"@Dakhnan @aniesbaswedan @corbuzier Pekerjaan akan terasa lebih ringan jika tidak dikerjakan...

Ttd
Wan Jemboed https://t.co/ehLDasksC7",Indonesia,12/12/2021 16:36,0,0,Dakhnan,aniesbaswedan,corbuzier,,,
171,kaljdnem,.,238,264,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/12/2021 14:15,0,28,corbuzier,,,,,
172,AHMADMUSAMusa2,AHMAD MUSA Musa,931,1502,"RT @Kemal1sk: @yashadipura @bani_qurtubi @corbuzier Kalau Tuhan saja berani dia samakan dgn orang/manusia krn ktnya Tuhan bukan orang Arab,…",,12/12/2021 13:23,0,1,Kemal1sk,yashadipura,bani_qurtubi,corbuzier,,
173,KangPoer12,Kopi Ireng,489,547,@ChrisJ_2211 dasar cebong babi sinting.. apa loe nyindir @corbuzier https://t.co/tT4CkvEdHj,"Santa Fe, Argentina",12/12/2021 13:15,0,0,ChrisJ_2211,corbuzier,,,,
174,dede_soccerboy,Dede Gunawan,562,686,Cc Om @corbuzier https://t.co/FXVMn5NeJt,Jakarta - Indonesia,12/12/2021 13:04,0,0,corbuzier,,,,,
175,Sadewa_39,Wong Samin,2919,4233,@UUs_4nC35am___ Cc @corbuzier lah,"Oslo, Norway",12/12/2021 12:25,1,0,UUs_4nC35am___,corbuzier,,,,
176,HurryKoRn,? ?Ko?n,5050,3763,RT @BOtnawed: @HurryKoRn @corbuzier Betul...malah merajalela kelakuannya...klo di kebiri kan gak bakal hamil kan....ya dia akan seenaknya k…,The Blues,12/12/2021 12:16,0,1,BOtnawed,HurryKoRn,corbuzier,,,
177,BOtnawed,BVO.!!,872,1317,@HurryKoRn @corbuzier Betul...malah merajalela kelakuannya...klo di kebiri kan gak bakal hamil kan....ya dia akan seenaknya klo bebas lagi... Kenthuin paksa lagi ke anak2 santriwatinya...  Hukum gantung sampai mati klo di prop tetangga,,12/12/2021 12:15,1,1,HurryKoRn,corbuzier,,,,
178,Apodax,Owl,312,654,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",,12/12/2021 12:03,0,16,HurryKoRn,corbuzier,,,,
179,Speedtrap_,??eed,23854,5926,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR","Bali, Indonesia",12/12/2021 11:58,0,16,HurryKoRn,corbuzier,,,,
180,EvanKhairy,hengker,0,6,"RT @conan_idn: Ini muridnya HRS. kalau mau ngomongin HRS, jangan cuman satu pihak dr dudung saja ded @corbuzier, undang dong Habib Bahar ya…",,12/12/2021 11:44,0,792,conan_idn,corbuzier,,,,
181,frasty_07,Frastyawan Edwin N,264,200,@ArditErwandha @corbuzier omm ini si ardit di masukin somasi ajaa ????,Yogyakarta / Indonesia. KTBFFH,12/12/2021 11:28,0,0,ArditErwandha,corbuzier,,,,
182,Dakhnan,Pak D,483,486,"@rizieqdivist @aniesbaswedan @corbuzier Pake nalar aja sih

https://t.co/yNoJsgEa9Q",BSD,12/12/2021 10:53,0,0,rizieqdivist,aniesbaswedan,corbuzier,,,
183,Leokembara,Leokembara,353,230,"RT @HurryKoRn: Saya setuju dengan @corbuzier !

#HukumMatiHerryWirawan https://t.co/xq1MRPCMRR",,12/12/2021 10:15,0,16,HurryKoRn,corbuzier,,,,
184,kinderguy,Sugianto S.????,1337,2112,RT @rizieqdivist: @Dakhnan @aniesbaswedan Ini moment yg sama ketika nge-prank @corbuzier pas Wan Jembud bilang bangun Lab BSL-3 itu ya?,"Bali, Indonesia",12/12/2021 7:03,0,1,rizieqdivist,Dakhnan,aniesbaswedan,corbuzier,,
185,KiSuroJoyo,TanpaNama????????????,150,317,"RT @yashadipura: To @corbuzier 

Ini sebuah request dan challenge
Agar Mr Dudung dan Habib Bahar di undang di podcast anda  untuk debat sil…",,12/12/2021 6:30,0,1730,yashadipura,corbuzier,,,,
186,Kenko2019,Kenko201,9,74,@febriahadi @detikcom @KawalCOVID19 @dr_tompi @tirta_cipeng @corbuzier Ya boleh ??,,12/12/2021 6:12,0,0,febriahadi,detikcom,KawalCOVID19,dr_tompi,tirta_cipeng,
